PLAYER_ID,PLAYER_NAME,GP,MIN,role,FGA,ZONE_FGA,FGA_DIFFERENCE,coverage_ok
1630559,Austin Reaves,73,34.9,Guard,1037,1037.0,0.0,True
1630245,Ayo Dosunmu,46,30.3,Guard,449,449.0,0.0,True
1628389,Bam Adebayo,78,34.3,Big,1113,1113.0,0.0,True
1631248,Baylor Scheierman,31,12.4,Guard,110,110.0,0.0,True
1641767,Ben Sheppard,63,19.5,Guard,287,287.0,0.0,True
1627732,Ben Simmons,51,22.0,Wing,223,223.0,0.0,True
1631097,Bennedict Mathurin,72,29.9,Wing,853,853.0,0.0,True
1641731,Bilal Coulibaly,59,33.0,Guard,624,624.0,0.0,True
202687,Bismack Biyombo,28,18.8,Big,114,114.0,0.0,True
1631104,Blake Wesley,58,11.8,Guard,186,186.0,0.0,True
1626171,Bobby Portis Jr.,49,25.4,Wing,595,595.0,0.0,True
1641752,Bobi Klintman,8,5.3,Wing,10,10.0,0.0,True
203992,Bogdan Bogdanović,54,25.0,Guard,492,492.0,0.0,True
1629626,Bol Bol,36,12.5,Big,183,183.0,0.0,True
1630538,Bones Hyland,24,9.9,Guard,118,118.0,0.0,True
203078,Bradley Beal,53,32.1,Guard,694,694.0,0.0,True
1642382,Branden Carlson,32,7.7,Big,97,97.0,0.0,True
1641764,Brandin Podziemski,64,26.8,Guard,629,629.0,0.0,True
1630527,Brandon Boston Jr.,42,23.6,Guard,381,381.0,0.0,True
1629634,Brandon Clarke,64,18.9,Wing,380,380.0,0.0,True
1627742,Brandon Ingram,18,33.1,Wing,333,333.0,0.0,True
1641706,Brandon Miller,27,34.2,Wing,491,491.0,0.0,True
1630314,Brandon Williams,33,14.8,Guard,188,188.0,0.0,True
1630296,Braxton Key,3,3.6,Wing,4,,,False
1641729,Brice Sensabaugh,71,20.2,Wing,599,599.0,0.0,True
1642355,Bronny James,27,6.7,Guard,67,67.0,0.0,True
201572,Brook Lopez,80,31.8,Big,774,774.0,0.0,True
1628971,Bruce Brown,41,22.5,Wing,309,309.0,0.0,True
1628981,Bruno Fernando,17,8.6,,49,49.0,0.0,True
1631121,Bryce McGowens,13,2.5,Guard,14,14.0,0.0,True
1642267,Bub Carrington,82,30.0,Guard,748,748.0,0.0,True
1627741,Buddy Hield,82,22.7,Guard,786,786.0,0.0,True
203468,CJ McCollum,56,32.7,Guard,1000,1000.0,0.0,True
1630595,Cade Cunningham,70,35.0,Guard,1457,1457.0,0.0,True
1631216,Caleb Houstan,58,13.6,Guard,190,190.0,0.0,True
1628997,Caleb Martin,45,27.1,Wing,304,304.0,0.0,True
1642353,Cam Christie,13,4.5,Guard,24,24.0,0.0,True
1629629,Cam Reddish,33,17.9,,94,94.0,0.0,True
1642285,Cam Spencer,25,10.1,Guard,82,82.0,0.0,True
1630560,Cam Thomas,25,31.2,Guard,454,454.0,0.0,True
1641715,Cam Whitmore,51,16.2,Wing,403,403.0,0.0,True
1629661,Cameron Johnson,57,31.6,Wing,747,747.0,0.0,True
1626166,Cameron Payne,72,15.1,Guard,446,446.0,0.0,True
1627747,Caris LeVert,64,24.9,Guard,599,599.0,0.0,True
1641717,Cason Wallace,68,27.6,Guard,489,489.0,0.0,True
1629646,Charles Bassey,36,10.4,Big,117,117.0,0.0,True
1631096,Chet Holmgren,32,27.4,Big,341,341.0,0.0,True
1628449,Chris Boucher,50,17.2,Wing,370,370.0,0.0,True
1630537,Chris Duarte,17,4.4,,26,26.0,0.0,True
1641753,Chris Livingston,21,5.0,Wing,27,27.0,0.0,True
101108,Chris Paul,82,28.0,Guard,583,583.0,0.0,True
1631128,Christian Braun,79,33.9,Guard,821,821.0,0.0,True
1631132,Christian Koloko,37,9.2,Big,66,66.0,0.0,True
1629643,Chuma Okeke,9,21.9,Wing,40,40.0,0.0,True
203991,Clint Capela,55,21.4,Big,390,390.0,0.0,True
1629632,Coby White,74,33.1,Guard,1121,1121.0,0.0,True
1628998,Cody Martin,53,22.1,Wing,325,325.0,0.0,True
1642262,Cody Williams,50,21.2,Wing,257,257.0,0.0,True
1641732,Colby Jones,39,13.2,Guard,129,129.0,0.0,True
1630175,Cole Anthony,67,18.4,Guard,543,543.0,0.0,True
1631306,Cole Swider,10,17.0,,63,63.0,0.0,True
1630658,Colin Castleton,26,16.6,Big,98,98.0,0.0,True
1631221,Collin Gillespie,33,14.0,Guard,158,158.0,0.0,True
1629012,Collin Sexton,63,27.9,Guard,867,867.0,0.0,True
1630557,Corey Kispert,61,26.3,Wing,565,565.0,0.0,True
202709,Cory Joseph,50,12.2,Guard,154,154.0,0.0,True
1641854,Craig Porter Jr.,51,10.1,Guard,140,140.0,0.0,True
1642385,Cui Cui,5,2.1,,7,,,False
1626156,D'Angelo Russell,58,25.5,Guard,638,638.0,0.0,True
1630618,D.J. Carton,4,8.3,,7,7.0,0.0,True
1629610,DaQuan Jeffries,47,22.8,Wing,291,291.0,0.0,True
1631342,Daeqwon Plowden,6,11.9,Wing,25,25.0,0.0,True
1630227,Daishen Nix,3,4.4,,1,,,False
1630625,Dalano Banton,67,16.7,Wing,507,507.0,0.0,True
1631207,Dalen Terry,73,13.5,Wing,268,268.0,0.0,True
1642261,Dalton Knecht,78,19.2,Wing,557,557.0,0.0,True
203081,Damian Lillard,58,36.1,Guard,992,992.0,0.0,True
1641878,Damion Baugh,15,24.7,Guard,130,130.0,0.0,True
1627814,Damion Lee,25,5.8,Wing,74,74.0,0.0,True
1629655,Daniel Gafford,57,21.5,Big,403,403.0,0.0,True
1628464,Daniel Theis,38,16.3,,129,129.0,0.0,True
1642450,Daniss Jenkins,7,3.2,Guard,10,10.0,0.0,True
203957,Dante Exum,20,18.6,Guard,134,134.0,0.0,True
203967,Dario Saric,16,13.1,Big,58,58.0,0.0,True
1641727,Dariq Whitehead,20,12.3,Wing,96,96.0,0.0,True
1629636,Darius Garland,75,30.7,Guard,1174,1174.0,0.0,True
1630561,David Duke Jr.,6,5.6,Guard,14,14.0,0.0,True
1631223,David Roddy,33,12.4,Wing,125,125.0,0.0,True
1630558,Davion Mitchell,74,27.4,Guard,476,476.0,0.0,True
1630549,Day'Ron Sharpe,50,18.1,Big,317,317.0,0.0,True
1628368,De'Aaron Fox,62,36.1,Guard,1163,1163.0,0.0,True
1629631,De'Andre Hunter,64,27.2,Wing,762,762.0,0.0,True
1629001,De'Anthony Melton,6,20.2,Guard,54,54.0,0.0,True
201599,DeAndre Jordan,56,12.3,Big,140,140.0,0.0,True
201942,DeMar DeRozan,77,35.9,Wing,1308,1308.0,0.0,True
1629731,Dean Wade,59,21.2,Big,271,271.0,0.0,True
1629028,Deandre Ayton,40,30.1,Big,468,468.0,0.0,True
1627749,Dejounte Murray,31,32.6,Guard,494,494.0,0.0,True
1626153,Delon Wright,40,15.9,Guard,131,131.0,0.0,True
1630166,Deni Avdija,72,30.0,Wing,844,844.0,0.0,True
203471,Dennis Schröder,75,28.1,Guard,827,827.0,0.0,True
1641726,Dereck Lively II,36,23.1,Big,191,191.0,0.0,True
1627884,Derrick Jones Jr.,77,24.3,Wing,589,589.0,0.0,True
1628401,Derrick White,76,33.9,Guard,959,959.0,0.0,True
1630217,Desmond Bane,69,32.0,Guard,1018,1018.0,0.0,True
1626164,Devin Booker,75,37.3,Guard,1420,1420.0,0.0,True
1642269,Devin Carter,36,11.0,Guard,127,127.0,0.0,True
1630170,Devin Vassell,64,31.0,Wing,889,889.0,0.0,True
1628415,Dillon Brooks,75,31.8,Wing,895,895.0,0.0,True
1641794,Dillon Jones,54,10.2,Wing,133,133.0,0.0,True
1627734,Domantas Sabonis,70,34.7,Big,893,893.0,0.0,True
1631230,Dominick Barlow,35,10.7,Wing,113,113.0,0.0,True
1642270,Donovan Clingan,67,19.8,Big,334,334.0,0.0,True
1628378,Donovan Mitchell,71,31.4,Guard,1320,1320.0,0.0,True
1628978,Donte DiVincenzo,62,25.9,Guard,593,593.0,0.0,True
1627827,Dorian Finney-Smith,63,28.9,Wing,435,435.0,0.0,True
203926,Doug McDermott,42,8.1,Wing,117,117.0,0.0,True
203110,Draymond Green,68,29.2,Wing,509,509.0,0.0,True
1629234,Drew Eubanks,61,12.2,Big,194,194.0,0.0,True
1641809,Drew Peterson,25,7.4,Wing,41,41.0,0.0,True
1631166,Drew Timme,9,28.2,Wing,102,102.0,0.0,True
1630696,Dru Smith,14,19.2,Guard,61,61.0,0.0,True
1629130,Duncan Robinson,74,24.1,Wing,663,663.0,0.0,True
1641871,Duop Reath,46,10.2,Big,166,166.0,0.0,True
203939,Dwight Powell,55,10.0,Big,61,61.0,0.0,True
1630700,Dyson Daniels,76,33.8,Guard,923,923.0,0.0,True
1630604,E.J. Liddell,12,4.4,Wing,15,15.0,0.0,True
203901,Elfrid Payton,24,21.3,Guard,122,122.0,0.0,True
1641989,Elijah Harkless,10,13.8,Guard,35,35.0,0.0,True
1641801,Emanuel Miller,6,4.1,Wing,8,8.0,0.0,True
1641734,Emoni Bates,10,7.5,Wing,38,38.0,0.0,True
1642402,Enrique Freeman,22,8.2,Wing,37,37.0,0.0,True
201569,Eric Gordon,39,19.7,Guard,204,204.0,0.0,True
1630596,Evan Mobley,71,30.5,Big,906,906.0,0.0,True
1630532,Franz Wagner,60,33.7,Wing,1161,1161.0,0.0,True
1627832,Fred VanVleet,60,35.2,Guard,759,759.0,0.0,True
1641713,GG Jackson,29,15.8,Wing,199,199.0,0.0,True
1629216,Gabe Vincent,72,21.2,Guard,420,420.0,0.0,True
202066,Garrett Temple,28,8.1,Wing,60,60.0,0.0,True
1629726,Garrison Mathews,47,17.6,Guard,257,257.0,0.0,True
203914,Gary Harris,48,14.8,Guard,133,133.0,0.0,True
1627780,Gary Payton II,62,15.0,Guard,298,298.0,0.0,True
1629018,Gary Trent Jr.,74,25.6,Guard,657,657.0,0.0,True
1627777,Georges Niang,79,21.5,Wing,620,620.0,0.0,True
203507,Giannis Antetokounmpo,67,34.2,Wing,1319,1319.0,0.0,True
1629048,Goga Bitadze,70,20.4,Big,339,339.0,0.0,True
1641711,Gradey Dick,54,29.4,Wing,647,647.0,0.0,True
1629684,Grant Williams,16,29.9,Wing,123,123.0,0.0,True
1628960,Grayson Allen,64,24.1,Guard,489,489.0,0.0,True
1627824,Guerschon Yabusele,70,27.1,Wing,563,563.0,0.0,True
1630611,Gui Santos,56,13.6,Wing,179,179.0,0.0,True
203084,Harrison Barnes,82,27.2,Wing,683,683.0,0.0,True
1631127,Harrison Ingram,5,7.0,Wing,4,4.0,0.0,True
1629312,Haywood Highsmith,74,24.6,Wing,391,391.0,0.0,True
1630529,Herbert Jones,20,32.4,Wing,172,172.0,0.0,True
1641816,Hunter Tyson,51,7.8,Wing,120,120.0,0.0,True
1630193,Immanuel Quickley,33,27.8,Guard,438,438.0,0.0,True
1642403,Isaac Jones,40,7.6,Wing,83,83.0,0.0,True
1630171,Isaac Okoro,55,19.1,Wing,267,267.0,0.0,True
1642268,Isaiah Collier,71,25.9,Guard,555,555.0,0.0,True
1642384,Isaiah Crawford,15,3.0,Wing,11,11.0,0.0,True
1628392,Isaiah Hartenstein,57,27.9,Big,480,480.0,0.0,True
1630543,Isaiah Jackson,5,16.8,Wing,23,23.0,0.0,True
1630198,Isaiah Joe,74,21.7,Guard,588,588.0,0.0,True
1630600,Isaiah Mobley,1,17.4,,7,,,False
1641815,Isaiah Stevens,3,1.8,Guard,2,,,False
1630191,Isaiah Stewart,72,19.9,Big,315,315.0,0.0,True
1631209,Isaiah Wong,20,13.3,,105,105.0,0.0,True
1627826,Ivica Zubac,80,32.8,Big,942,942.0,0.0,True
1631120,JD Davison,16,5.8,Guard,34,34.0,0.0,True
1630550,JT Thor,20,12.5,Wing,59,59.0,0.0,True
1629630,Ja Morant,50,30.4,Guard,889,889.0,0.0,True
1642266,Ja'Kobe Walter,52,21.2,Guard,393,393.0,0.0,True
1631095,Jabari Smith Jr.,57,30.1,Wing,566,566.0,0.0,True
1631133,Jabari Walker,60,12.5,Wing,229,229.0,0.0,True
1629098,Jack McVeigh,9,4.8,Wing,17,17.0,0.0,True
1642050,Jackson Rowe,6,8.6,Wing,17,17.0,0.0,True
1631210,Jacob Toppin,17,4.4,Wing,22,22.0,0.0,True
1630702,Jaden Hardy,57,15.9,Guard,414,414.0,0.0,True
1631093,Jaden Ivey,30,29.9,Guard,413,413.0,0.0,True
1630183,Jaden McDaniels,82,31.9,Wing,834,834.0,0.0,True
1630531,Jaden Springer,43,8.5,Guard,90,90.0,0.0,True
203109,Jae Crowder,9,11.4,Wing,22,22.0,0.0,True
1630256,Jae'Sean Tate,52,11.3,Wing,148,148.0,0.0,True
1626143,Jahlil Okafor,1,3.4,,0,,,False
1642443,Jahmir Young,6,4.9,Guard,5,5.0,0.0,True
1631170,Jaime Jaquez Jr.,66,20.7,Guard,462,462.0,0.0,True
1631222,Jake LaRavia,66,20.4,Wing,337,337.0,0.0,True
1627751,Jakob Poeltl,57,29.6,Big,579,579.0,0.0,True
1641779,Jalen Bridges,8,3.8,Wing,7,7.0,0.0,True
1628973,Jalen Brunson,65,35.4,Guard,1200,1200.0,0.0,True
1631105,Jalen Duren,78,26.1,Big,546,546.0,0.0,True
1630224,Jalen Green,82,32.9,Guard,1437,1437.0,0.0,True
1641720,Jalen Hood-Schifino,15,21.0,Guard,98,98.0,0.0,True
1630552,Jalen Johnson,36,35.7,Wing,542,542.0,0.0,True
1629667,Jalen McDaniels,4,1.8,,0,0.0,0.0,True
1629618,Jalen Pickett,49,13.6,Guard,180,180.0,0.0,True
1630188,Jalen Smith,64,15.0,Big,408,408.0,0.0,True
1630591,Jalen Suggs,35,28.6,Guard,481,481.0,0.0,True
1631114,Jalen Williams,69,32.4,Wing,1168,1168.0,0.0,True
1630592,Jalen Wilson,79,25.7,Wing,620,620.0,0.0,True
1631288,Jamal Cain,37,13.6,Wing,158,158.0,0.0,True
1627750,Jamal Murray,67,36.1,Guard,1121,1121.0,0.0,True
1642347,Jamal Shead,75,19.6,Guard,504,504.0,0.0,True
1631123,Jamaree Bouyea,5,12.3,Guard,12,12.0,0.0,True
201935,James Harden,79,35.3,Guard,1295,1295.0,0.0,True
201949,James Johnson,12,3.1,Wing,11,11.0,0.0,True
1630164,James Wiseman,1,4.6,,4,,,False
1642419,Jamison Battle,59,17.7,Wing,347,347.0,0.0,True
1641716,Jarace Walker,75,15.8,Wing,360,360.0,0.0,True
1630215,Jared Butler,60,17.4,Guard,453,453.0,0.0,True
1642272,Jared McCain,23,25.7,Guard,274,274.0,0.0,True
1631197,Jared Rhoden,14,16.2,Guard,87,87.0,0.0,True
1628991,Jaren Jackson Jr.,74,29.8,Big,1213,1213.0,0.0,True
1629020,Jarred Vanderbilt,36,16.1,Wing,121,121.0,0.0,True
1628386,Jarrett Allen,82,28.0,Big,640,640.0,0.0,True
1629750,Javonte Green,68,18.5,Guard,287,287.0,0.0,True
1629637,Jaxson Hayes,56,19.5,Big,223,223.0,0.0,True
1630643,Jay Huff,64,11.7,Big,305,305.0,0.0,True
1627759,Jaylen Brown,63,34.3,Wing,1118,1118.0,0.0,True
1641740,Jaylen Clark,40,13.0,Guard,120,120.0,0.0,True
1641798,Jaylen Martin,16,14.9,Guard,74,74.0,0.0,True
1629669,Jaylen Nowell,8,21.0,,73,73.0,0.0,True
1631301,Jaylen Sims,6,18.6,,28,28.0,0.0,True
1642377,Jaylen Wells,79,25.9,Wing,676,676.0,0.0,True
1631119,Jaylin Williams,47,16.7,Wing,221,221.0,0.0,True
1642281,Jaylon Tyson,47,9.6,Wing,149,149.0,0.0,True
1628369,Jayson Tatum,72,36.4,Wing,1465,1465.0,0.0,True
1641789,Jazian Gortman,16,3.5,,23,23.0,0.0,True
1630288,Jeff Dowtin Jr.,41,15.1,Guard,230,230.0,0.0,True
201145,Jeff Green,32,12.4,Wing,121,121.0,0.0,True
203924,Jerami Grant,47,32.4,Wing,574,574.0,0.0,True
1630526,Jeremiah Robinson-Earl,66,18.8,Wing,347,347.0,0.0,True
1631110,Jeremy Sochan,54,25.3,Wing,469,469.0,0.0,True
1630579,Jericho Sims,53,11.9,Big,71,71.0,0.0,True
1642399,Jesse Edwards,2,2.3,Big,0,,,False
1641724,Jett Howard,60,11.7,Guard,262,262.0,0.0,True
1628975,Jevon Carter,36,8.9,Guard,146,146.0,0.0,True
202710,Jimmy Butler III,55,31.7,Wing,597,597.0,0.0,True
1629111,Jock Landale,42,11.9,Big,152,152.0,0.0,True
204060,Joe Ingles,19,6.0,Wing,23,23.0,0.0,True
203954,Joel Embiid,19,30.2,Big,315,315.0,0.0,True
1628381,John Collins,40,30.5,Big,531,531.0,0.0,True
1629723,John Konchar,46,12.1,Guard,91,91.0,0.0,True
1631098,Johnny Davis,34,7.1,,78,78.0,0.0,True
1642277,Johnny Furphy,50,7.6,Guard,92,92.0,0.0,True
1630548,Johnny Juzang,64,19.8,Guard,475,475.0,0.0,True
202685,Jonas Valanciunas,81,18.8,Big,627,627.0,0.0,True
1628371,Jonathan Isaac,71,15.4,Wing,324,324.0,0.0,True
1630228,Jonathan Kuminga,47,24.3,Wing,568,568.0,0.0,True
1642367,Jonathan Mogbo,63,20.4,Wing,356,356.0,0.0,True
203903,Jordan Clarkson,37,26.0,Guard,493,493.0,0.0,True
1630692,Jordan Goodwin,29,18.7,Guard,144,144.0,0.0,True
1641722,Jordan Hawkins,56,23.6,Guard,556,556.0,0.0,True
1629162,Jordan McLaughlin,46,6.8,Guard,72,72.0,0.0,True
1641757,Jordan Miller,37,11.4,Guard,134,134.0,0.0,True
1629673,Jordan Poole,68,29.4,Guard,1057,1057.0,0.0,True
1641775,Jordan Walsh,52,7.8,Guard,83,83.0,0.0,True
1630631,Jose Alvarado,56,24.4,Guard,521,521.0,0.0,True
1630528,Josh Christopher,14,5.0,Guard,31,31.0,0.0,True
1630581,Josh Giddey,70,30.2,Guard,798,798.0,0.0,True
1630182,Josh Green,68,27.8,Guard,421,421.0,0.0,True
1628404,Josh Hart,77,37.6,Guard,770,770.0,0.0,True
1631169,Josh Minott,46,6.0,Wing,90,90.0,0.0,True
1629006,Josh Okogie,40,15.6,Guard,212,212.0,0.0,True
1626196,Josh Richardson,8,18.7,,38,38.0,0.0,True
201950,Jrue Holiday,62,30.6,Guard,573,573.0,0.0,True
1630577,Julian Champagnie,82,23.6,Wing,665,665.0,0.0,True
1641763,Julian Phillips,79,14.2,Wing,287,287.0,0.0,True
1631124,Julian Strawther,65,21.3,Guard,486,486.0,0.0,True
203944,Julius Randle,69,32.3,Big,939,939.0,0.0,True
1630551,Justin Champagnie,62,21.6,Wing,411,411.0,0.0,True
1642348,Justin Edwards,44,26.2,Wing,378,378.0,0.0,True
1631303,Justin Minaya,19,5.3,Wing,21,21.0,0.0,True
203994,Jusuf Nurkić,51,20.8,Big,352,352.0,0.0,True
1630231,KJ Martin,43,21.2,Wing,201,201.0,0.0,True
1642354,KJ Simpson,36,23.4,Guard,301,301.0,0.0,True
1630539,Kai Jones,40,11.7,Big,109,109.0,0.0,True
1626157,Karl-Anthony Towns,72,35.0,Big,1215,1215.0,0.0,True
1631255,Karlo Matković,42,18.8,Big,235,235.0,0.0,True
202695,Kawhi Leonard,37,31.9,Wing,623,623.0,0.0,True
1630811,Keaton Wallace,31,16.2,Guard,162,162.0,0.0,True
1631099,Keegan Murray,76,34.3,Wing,820,820.0,0.0,True
1631232,Keion Brooks Jr.,14,23.7,Wing,109,109.0,0.0,True
1642276,Kel'el Ware,64,22.2,Big,464,464.0,0.0,True
1629640,Keldon Johnson,77,23.9,Wing,770,770.0,0.0,True
203482,Kelly Olynyk,44,20.2,Big,268,268.0,0.0,True
1626162,Kelly Oubre Jr.,60,34.6,Wing,741,741.0,0.0,True
1629026,Kenrich Williams,69,16.4,Wing,354,354.0,0.0,True
203484,Kentavious Caldwell-Pope,77,29.6,Guard,544,544.0,0.0,True
1631165,Keon Ellis,80,24.4,Guard,464,464.0,0.0,True
1630553,Keon Johnson,79,24.4,Guard,779,779.0,0.0,True
1642352,Keshad Johnson,16,6.1,Wing,26,26.0,0.0,True
1630556,Kessler Edwards,40,15.2,Wing,135,135.0,0.0,True
201142,Kevin Durant,62,36.5,Wing,1124,1124.0,0.0,True
1628989,Kevin Huerter,69,24.3,Wing,604,604.0,0.0,True
1628995,Kevin Knox II,14,6.0,Wing,36,36.0,0.0,True
201567,Kevin Love,23,10.9,Big,115,115.0,0.0,True
1641755,Kevin McCullar Jr.,4,7.3,Guard,7,7.0,0.0,True
1629645,Kevin Porter Jr.,75,19.8,Wing,652,652.0,0.0,True
1626172,Kevon Looney,76,15.0,Wing,278,278.0,0.0,True
1641718,Keyonte George,67,31.5,Guard,919,919.0,0.0,True
203114,Khris Middleton,37,22.8,Wing,337,337.0,0.0,True
1630165,Killian Hayes,6,27.1,,43,43.0,0.0,True
202691,Klay Thompson,72,27.3,Guard,877,877.0,0.0,True
1641738,Kobe Brown,40,6.8,Wing,72,72.0,0.0,True
1641723,Kobe Bufkin,10,12.4,Guard,47,47.0,0.0,True
1627739,Kris Dunn,74,24.1,Guard,437,437.0,0.0,True
1631200,Kris Murray,69,15.1,Wing,279,279.0,0.0,True
204001,Kristaps Porziņģis,42,28.8,Big,574,574.0,0.0,True
203937,Kyle Anderson,61,16.4,Wing,303,303.0,0.0,True
1642271,Kyle Filipowski,72,21.1,Big,518,518.0,0.0,True
1628398,Kyle Kuzma,65,29.8,Wing,848,848.0,0.0,True
200768,Kyle Lowry,35,18.8,Guard,117,117.0,0.0,True
1630283,Kylor Kelley,11,11.5,,22,22.0,0.0,True
202681,Kyrie Irving,50,36.1,Guard,945,945.0,0.0,True
1642273,Kyshawn George,68,26.5,Wing,546,546.0,0.0,True
1630163,LaMelo Ball,47,32.0,Guard,1003,1003.0,0.0,True
1630205,Lamar Stevens,17,9.1,Wing,63,63.0,0.0,True
1629013,Landry Shamet,50,15.2,Guard,230,230.0,0.0,True
1626204,Larry Nance Jr.,24,19.3,Big,155,155.0,0.0,True
1628374,Lauri Markkanen,47,31.4,Big,700,700.0,0.0,True
2544,LeBron James,70,34.9,Wing,1270,1270.0,0.0,True
1631159,Leonard Miller,13,2.4,Wing,15,15.0,0.0,True
1631311,Lester Quiñones,13,14.1,Guard,78,78.0,0.0,True
1641857,Liam Robbins,13,4.4,,8,8.0,0.0,True
1630322,Lindy Waters III,52,15.0,Wing,249,249.0,0.0,True
1629022,Lonnie Walker IV,20,23.8,Wing,212,212.0,0.0,True
1628366,Lonzo Ball,35,22.2,Guard,243,243.0,0.0,True
1629652,Luguentz Dort,71,29.2,Guard,593,593.0,0.0,True
1629029,Luka Dončić,50,35.4,Wing,1025,1025.0,0.0,True
1630568,Luka Garza,39,5.6,Big,105,105.0,0.0,True
1628379,Luke Kennard,65,22.6,Guard,431,431.0,0.0,True
1628436,Luke Kornet,73,18.6,Big,280,280.0,0.0,True
1631247,Luke Travers,12,7.3,Wing,20,20.0,0.0,True
1630644,Mac McClung,2,5.1,Guard,2,,,False
1630201,Malachi Flynn,4,10.9,,13,13.0,0.0,True
1631103,Malaki Branham,47,9.1,Wing,190,190.0,0.0,True
1627763,Malcolm Brogdon,24,23.5,Guard,240,240.0,0.0,True
1642502,Malevy Leons,6,3.5,,2,2.0,0.0,True
1627736,Malik Beasley,82,27.8,Guard,1071,1071.0,0.0,True
1628370,Malik Monk,65,31.6,Guard,939,939.0,0.0,True
1630699,MarJon Beauchamp,35,4.5,Wing,65,65.0,0.0,True
1630542,Marcus Bagley,10,25.3,,69,69.0,0.0,True
1630585,Marcus Garrett,4,19.8,,27,27.0,0.0,True
1631204,Marcus Sasser,57,14.2,Guard,296,296.0,0.0,True
203935,Marcus Smart,34,20.0,Guard,257,257.0,0.0,True
1631109,Mark Williams,44,26.6,Big,447,447.0,0.0,True
1628365,Markelle Fultz,21,8.8,Guard,67,67.0,0.0,True
202693,Markieff Morris,15,11.0,Wing,70,70.0,0.0,True
1628963,Marvin Bagley III,31,8.6,Wing,106,106.0,0.0,True
1630222,Mason Jones,10,4.5,Guard,18,18.0,0.0,True
203486,Mason Plumlee,74,17.6,Big,202,202.0,0.0,True
1641824,Matas Buzelis,80,18.9,Wing,555,555.0,0.0,True
1629680,Matisse Thybulle,15,20.8,Wing,88,88.0,0.0,True
1630346,Matt Ryan,19,3.6,,31,31.0,0.0,True
1631108,Max Christie,78,27.3,Guard,590,590.0,0.0,True
1629622,Max Strus,50,25.5,Wing,373,373.0,0.0,True
1628467,Maxi Kleber,34,18.7,Wing,96,96.0,0.0,True
1641721,Maxwell Lewis,28,11.7,Wing,108,108.0,0.0,True
1630695,Micah Potter,38,18.6,Big,135,135.0,0.0,True
1629008,Michael Porter Jr.,77,33.7,Wing,1048,1048.0,0.0,True
1628969,Mikal Bridges,82,37.0,Wing,1183,1183.0,0.0,True
201144,Mike Conley,71,24.7,Guard,468,468.0,0.0,True
1628970,Miles Bridges,64,31.7,Wing,1089,1089.0,0.0,True
1630540,Miles McBride,64,24.9,Guard,547,547.0,0.0,True
1641936,Miles Norris,3,11.6,Wing,9,9.0,0.0,True
1629011,Mitchell Robinson,17,17.1,Big,56,56.0,0.0,True
1628964,Mo Bamba,32,12.9,,112,112.0,0.0,True
